accId	ACCESSORY_name	sprite
41	ACCESSORY_MAJESTIC_GOUT	_마제스틱고우트
42	ACCESSORY_WHITE_HORN	_새하얀뿔
43	ACCESSORY_SHARP_HEADGEAR	_샤프헤드기어
44	ACCESSORY_WEDDING_VEIL	_면사포
45	ACCESSORY_CROWN	_크라운
46	ACCESSORY_PROPELLER	_프로펠라
47	ACCESSORY_TINY_EYE_GLASSES	_미니글래스
48	ACCESSORY_PRONTERA_ARMY_CAP	_프론테라군모
49	ACCESSORY_PIERROTS_NOSE	_광대코
50	ACCESSORY_PIRATES_EYEBANDAGE	_의적안대
51	ACCESSORY_MUNAK_TURBAN	_무낙모자
52	ACCESSORY_HIP_HOP_MASK	_시위용마스크
53	ACCESSORY_IRONCANE	_아이언케인
54	ACCESSORY_CIGAR	_담배
55	ACCESSORY_CIGAR_PIPE	_파이프담배
56	ACCESSORY_SENTIMENTAL_FLOWER	_꽃잎
57	ACCESSORY_SENTIMENTAL_BLADE	_풀잎
58	ACCESSORY_HEY_DUDE	_머리안경
59	ACCESSORY_STOP_SIGNPOST	_정지표지판
60	ACCESSORY_DOCTOR_BAND	_의사머리띠
61	ACCESSORY_JAPANESE_GHOST	_망자의머리띠
62	ACCESSORY_SCARLET_BANDANA	_반다나
63	ACCESSORY_EAGLE_EYES	_도끼눈
64	ACCESSORY_NURSE_CAP	_간호모
65	ACCESSORY_SMILE	_스마일
66	ACCESSORY_BOMB_WICK	_심지
67	ACCESSORY_SAHT_GAHT	_삿갓
68	ACCESSORY_MASQUERADE	_오페라가면
69	ACCESSORY_SERAPHIC_RING	_영혼고리
70	ACCESSORY_EARMUFFS	_귀마개
71	ACCESSORY_MOOSE_HORN	_사슴뿔
72	ACCESSORY_THE_APPLE_OF_WILHELM_TELL	_명사수의사과
73	ACCESSORY_TINKER_BELL	_요정의귀
74	ACCESSORY_PIRATE_BANDANA	_해적두건
75	ACCESSORY_MUNCHS_SCREAM	_스크래치마스크
76	ACCESSORY_POO_POO_HAT	_거시기
77	ACCESSORY_KOEAN_FUNERAL_COSTUME	_장례건
78	ACCESSORY_BUTTERFLY_MASQUE	_나비가면
79	ACCESSORY_WELDER_MASK	_용접마스크
80	ACCESSORY_PRETEND_TO_BE_MURDERED	_연극소도구
81	ACCESSORY_STAR_DUST	_스타더스트
82	ACCESSORY_EYE_MASK	_눈가리개
83	ACCESSORY_BINOCULARS	_망원경
84	ACCESSORY_GOBLIN_MASQUE	_고블린족가면
85	ACCESSORY_GREEN_FEELER	_초록더듬이
86	ACCESSORY_VIKING_HELMET	_오크족헬름
87	ACCESSORY_HEAD_SET	_헤드폰
88	ACCESSORY_GEMMED_CROWN	_쥬얼크라운
89	ACCESSORY_PIERROT_CROWN	_광대모자
90	ACCESSORY_OXYGEN_MASK	_산소마스크
91	ACCESSORY_GAS_MASK	_가스마스크
92	ACCESSORY_MACHO_MANS_GLASSES	_하트파운데이션
93	ACCESSORY_LORD_CIRCLET	_로드서클릿
94	ACCESSORY_PUPPY_LOVE	_풋사랑
95	ACCESSORY_CRASH_HELMET	_안전모
96	ACCESSORY_INDIAN_BAND	_원주민머리띠
97	ACCESSORY_AERIAL	_안테나
98	ACCESSORY_BA_HAT	_학사모
99	ACCESSORY_HORN_OF_LORD_KAHO	_로드카호의뿔
100	ACCESSORY_FIN_HELM	_핀헬름
101	ACCESSORY_EGG_SHELL	_장식용알껍질
102	ACCESSORY_KOREAN_SCHOOL_HAT	_학생모
103	ACCESSORY_BONE_HELM	_본헬름
104	ACCESSORY_WILHELM_TELLS_HAT	_깃털모자
105	ACCESSORY_CORSAIR	_커세어
106	ACCESSORY_BAND_OF_KAFRA	_카프라의머리띠
107	ACCESSORY_LOST_MONEY_HEART	_돈잃은자의마음
108	ACCESSORY_BUNDLE	_보따리모
109	ACCESSORY_CAKE_HAT	_케이크모자
110	ACCESSORY_ANGEL_HELM	_천사의투구
111	ACCESSORY_COOKER_HAT	_요리사의모자
112	ACCESSORY_MAGE_HAT	_마법사의모자
113	ACCESSORY_CANDLE	_촛불
114	ACCESSORY_SPORE_HAT	_스포아모자
115	ACCESSORY_PANDA_HAT	_팬더곰모자
116	ACCESSORY_MINE_HAT	_광산헬멧
117	ACCESSORY_OUTSIDE_HAT	_나들이모자
118	ACCESSORY_RACCOON_HAT	_너구리모자
119	ACCESSORY_LAMP_BAND	_전구머리띠
120	ACCESSORY_PORING_HAT	_포링모자
121	ACCESSORY_CROSS_BAND	_십자머리띠
122	ACCESSORY_NUT_SHELL	_열매껍질
123	ACCESSORY_YOUNG_DEVIL_HAT	_새끼악마모자
124	ACCESSORY_SPOT_EGG_SHELL	_알록달록알껍질
125	ACCESSORY_DYE_RED	_발그레
126	ACCESSORY_HEART_HAIRPIN	_하트머리핀
127	ACCESSORY_HAIR_CLOTH	_머리포자기
128	ACCESSORY_GHOST_MASK	_오페라유령가면
129	ACCESSORY_DEVIL_WING	_악마의날개
130	ACCESSORY_WIZARD_HEADGEAR	_마술사의모자
131	ACCESSORY_FASION_SUNGLASSES	_패션선글래스
132	ACCESSORY_MOON_HEARPIN	_초승달머리핀
133	ACCESSORY_STRIPES_BAND	_줄무늬머리띠
134	ACCESSORY_MYSTIC_NUT_SHELL	_신비한열매껍질
135	ACCESSORY_CAT_BELL	_고양이방울
136	ACCESSORY_BLUE_BAND	_청색머리띠
137	ACCESSORY_SPHINX_HAT	_스핑크스모자
138	ACCESSORY_SUN_GOD_HAT	_태양신의모자
139	ACCESSORY_BOMGUN_HAT	_본건모자
140	ACCESSORY_LOVE_NUT	_사랑의열매
141	ACCESSORY_BLACKCAT_EAR	_검은고양이귀
142	ACCESSORY_LAZYCAT	_늘어진고양이
143	ACCESSORY_BEAR_HAT	_곰돌이모자
144	ACCESSORY_KOCAL_HAT	_꼬깔모자
145	ACCESSORY_FLOWER_HAIRPIN	_꽃머리핀
146	ACCESSORY_MILZIP_HAT	_밀짚모자
147	ACCESSORY_DAEILBAND	_반창고
148	ACCESSORY_LEAF_HELM	_나뭇잎투구
149	ACCESSORY_FISH_HAT	_생선모자
150	ACCESSORY_SERCUBUS_HORN	_서큐버스뿔
151	ACCESSORY_SOM_BRERO	_솜브레로
152	ACCESSORY_DEVILWING_EAR	_악마날개귀
153	ACCESSORY_FOX_MASK	_여우가면
154	ACCESSORY_FIRE_HEADBAND	_열혈머리띠
155	ACCESSORY_INDIAN_HEADBAND	_인디안머리띠
156	ACCESSORY_INCUBUS_HORN	_인큐버스뿔
157	ACCESSORY_STRAIGHT_HAT	_자세교정모자
158	ACCESSORY_ANGELWING_EAR	_천사날개귀
159	ACCESSORY_COWBOY_HAT	_카우보이모자
160	ACCESSORY_FUR_HAT	_털모자
161	ACCESSORY_TULIP_HAIRPIN	_튤립머리핀
162	ACCESSORY_HAEDAL_HAT	_해달모자
163	ACCESSORY_X_HAIRPIN	_X자머리핀
164	ACCESSORY_QUEEN_HELM	_여왕의투구
165	ACCESSORY_MISTRESS_CROWN	_미스트레스왕관
166	ACCESSORY_MUSHROOM_HEADBAND	_버섯머리띠
167	ACCESSORY_REDTAIL_RIBBON	_빨간테일리본
168	ACCESSORY_LAZY_RACCOON	_귀찮은너구리
169	ACCESSORY_BELOWEAR_RIBBON	_양쪽귀밑리본
170	ACCESSORY_ALARM_MASK	_알람가면
171	ACCESSORY_GOBLIN_MASK1	_고블린가면1호
172	ACCESSORY_GOBLIN_MASK2	_고블린가면2호
173	ACCESSORY_GOBLIN_MASK3	_고블린가면3호
174	ACCESSORY_GOBLIN_MASK4	_고블린가면4호
175	ACCESSORY_BIGGOLDEN_BELL	_대형금방울
176	ACCESSORY_SISTER_HAT	_수녀모자
177	ACCESSORY_SISTER_HAT2	_수녀모자
178	ACCESSORY_ORCHERO_HELM	_오크히어로투구
179	ACCESSORY_ORCHERO_HELM2	_오크히어로투구
180	ACCESSORY_ASSASSIN_MASK	_어새신마스크
181	ACCESSORY_TIGER_MASK	_타이거마스크
182	ACCESSORY_CAT_HAT	_고양이모자
183	ACCESSORY_SALE_HAT	_세일표지판
184	ACCESSORY_TAKIUS	_타키우스눈가리개
185	ACCESSORY_BATTLEONLINE	_배틀온라인
186	ACCESSORY_HAEBARAGI_PIN	_해바라기핀
187	ACCESSORY_BLACK_EYECOVER	_검은눈가리개
188	ACCESSORY_TOAST	_토스트
189	ACCESSORY_DECTECTIVE_HAT	_탐정모자
190	ACCESSORY_CHAYANG_HAT	_차양모자
191	ACCESSORY_BABY	_젖꼭지
192	ACCESSORY_DUCK_HAT	_오리모자
193	ACCESSORY_SUNO_HAT	_슈노모자
194	ACCESSORY_ANGRY_MOUTH	_분노입
195	ACCESSORY_BEONG_HAT	_벙거지모자
196	ACCESSORY_COLDPROTECT_HAT	_방한모자
197	ACCESSORY_BANANA_HAT	_바나나모자
198	ACCESSORY_MYSTICROSE	_미스틱로즈
199	ACCESSORY_PUPPY_EAR	_강아지귀
200	ACCESSORY_ZIRTAS_MASK	_지르타스가면
201	ACCESSORY_BIRD_NEST	_새둥지
202	ACCESSORY_LION_MASK	_라이온마스크
203	ACCESSORY_CROSS_HELMET	_클로스헬멧
204	ACCESSORY_ANGELING_HAT	_엔젤링모자
205	ACCESSORY_GOAT_HAT	_양모자
206	ACCESSORY_PUMPKIN_HAT	_호박모자
207	ACCESSORY_CYCLOPS_EYE	_사이클롭스아이
208	ACCESSORY_ALICE_HAT	_엘리스모자
209	ACCESSORY_MAGIC_EYES	_매직아이즈
210	ACCESSORY_PUYONG	_부용
211	ACCESSORY_PRETTY_RIBBON	_예쁜리본
212	ACCESSORY_MARIONET_HAT	_마리오넷모자
213	ACCESSORY_MOON_HELM	_초승달투구
214	ACCESSORY_GABUKI_MASK	_가부키가면
215	ACCESSORY_KOKIRI_HAT	_코끼리모자
216	ACCESSORY_BASEBALL_HAT	_야구모자
217	ACCESSORY_GOOKGYEONG_HAT	_국경일모자
218	ACCESSORY_SILVERTIARA	_실버티아라
219	ACCESSORY_PIERROT_CROWN_	_광대모자_
220	ACCESSORY_MUSICHEADPHONE	_음표헤드폰
221	ACCESSORY_BONGCROWN	_봉관
222	ACCESSORY_ANGELING_PIN	_엔젤링핀
223	ACCESSORY_GAKSITAL	_각시탈
224	ACCESSORY_FEATHER_BEREHAT	_깃털베레모
225	ACCESSORY_VALKYRIE_HELMET	_발키리투구
226	ACCESSORY_BEREHAT	_베레모
227	ACCESSORY_SATOHAT	_사또모자
228	ACCESSORY_AYAM	_아얌
229	ACCESSORY_NONAME	_익명요청
230	ACCESSORY_HAHETAL	_하회탈
231	ACCESSORY_LIONTAL	_사자탈
232	ACCESSORY_GOLDTIARA	_골드티아라
233	ACCESSORY_DARKHELMET	_암흑의투구
234	ACCESSORY_DOGHAT	_강아지모자
235	ACCESSORY_BIRDHAT	_새둥지모자
236	ACCESSORY_CAPTAINHAT	_선장의모자
237	ACCESSORY_BAYTREEHAT	_월계수관
238	ACCESSORY_GEOGRAPHER	_장식용지오그래퍼
239	ACCESSORY_TWINRIBBON	_트윈리본
240	ACCESSORY_SINGERHAT	_음유시인모자
241	ACCESSORY_LEAF	_낙엽
242	ACCESSORY_BLACKRIBBON	_리본_검정
243	ACCESSORY_YELLOWRIBBON	_리본_노랑
244	ACCESSORY_GREENRIBBON	_리본_초록
245	ACCESSORY_PINKRIBBON	_리본_분홍
246	ACCESSORY_REDRIBBON	_리본_빨강
247	ACCESSORY_ORANGERIBBON	_리본_주홍
248	ACCESSORY_WHITERIBBON	_리본_하양
249	ACCESSORY_LAZYRABBIT	_늘어진토끼
250	ACCESSORY_MEGINCAP	_메긴캡
251	ACCESSORY_PRIKACIRCLET	_프리카서클릿
252	ACCESSORY_COPOLA	_코폴라
253	ACCESSORY_MERONGMASK	_메롱가면
254	ACCESSORY_WOOLCAP	_울캡
255	ACCESSORY_ANGELKISS	_천사의입맞춤
256	ACCESSORY_MORPHISDOOGUN	_모르피셔스두건
257	ACCESSORY_MORIANEHELM	_모리아네헬름
258	ACCESSORY_GEVNEITUGOO	_게브네이투구
259	ACCESSORY_WHITEFLOWER	_하얀꽃잎
260	ACCESSORY_GOLDENGORI	_금색고리
261	ACCESSORY_LAUREL	_월계관
262	ACCESSORY_RIDEWORD	_라이드워드
263	ACCESSORY_YELLOW_BASEBALLCAP	_노란야구모자
264	ACCESSORY_FLYING_ANGEL	_비상하는천사
265	ACCESSORY_DRESSHAT	_드레스햇
266	ACCESSORY_SATELITE_HAIRBAND	_새틀라이트헤어밴드
267	ACCESSORY_BLACK_BUNNYBAND	_검은토끼머리띠
268	ACCESSORY_WALLYAHWA_HAT	_월야화모자
269	ACCESSORY_MARCHING_HAT	_마칭햇
270	ACCESSORY_PROPELLER2	_프로펠라_
271	ACCESSORY_RED_DEVIRUCHI	_빨강새끼악마모자
272	ACCESSORY_WHITE_DEVIRUCHI	_흰색새끼악마모자
273	ACCESSORY_GRAY_DEVIRUCHI	_회색새끼악마모자
274	ACCESSORY_WHITE_LAZYCAT	_흰색늘어진고양이
275	ACCESSORY_GRAY_LAZYCAT	_회색늘어진고양이
276	ACCESSORY_PINK_LAZYCAT	_분홍늘어진고양이
277	ACCESSORY_BLUE_LAZYCAT	_파랑늘어진고양이
278	ACCESSORY_YELLOW_LAZYCAT	_노랑늘어진고양이
279	ACCESSORY_GRAY_FURHAT	_회색털모자
280	ACCESSORY_BLUE_FURHAT	_파랑털모자
281	ACCESSORY_PINK_FURHAT	_분홍털모자
282	ACCESSORY_RED_MAGICIANHAT	_빨강마법사의모자
283	ACCESSORY_WHITE_MAGICIANHAT	_흰색마법사의모자
284	ACCESSORY_GRAY_MAGICIANHAT	_회색마법사의모자
285	ACCESSORY_BLUE_MAGICIANHAT	_파랑마법사의모자
286	ACCESSORY_YELLOW_MAGICIANHAT	_노랑마법사의모자
287	ACCESSORY_EARPLUG_HAT	_귀마개모자
288	ACCESSORY_ELF_BLINDER	_눈가리개
289	ACCESSORY_ELF_SUNGLASS	_선글래스
290	ACCESSORY_ANGEL_MIXHELM	_천사의머리띠
291	ACCESSORY_DEVIL_MIXHELM	_악마의머리띠
292	ACCESSORY_ROBOT_BLINDER	_요정의귀
293	ACCESSORY_HUMAN_BLINDER	_요정의귀
294	ACCESSORY_ROBOT_EAR	_요정의귀
295	ACCESSORY_HUMAN_EAR	_요정의귀
296	ACCESSORY_LAZY_NINETAIL	_늘어진구미호
297	ACCESSORY_LAZY_LEAF	_리프인형모자
298	ACCESSORY_DEVILRING_HAT	_데빌링모자
299	ACCESSORY_3PORINGS	_포링겹모자
300	ACCESSORY_VALKYRIE_FEATHER	_발키리깃털모자
301	ACCESSORY_SOULESS_WING	_소울리스윙
302	ACCESSORY_APRO_WIG	_아프로가발
303	ACCESSORY_ATIATI_HAT	_아티아티모자
304	ACCESSORY_AUSTRALIA_HAT	_호주국기모자
305	ACCESSORY_HAPPY_WIG	_행복한가발
306	ACCESSORY_BRIGHT_WIG	_눈부신가발
307	ACCESSORY_AMAZING_WIG	_놀라운가발
308	ACCESSORY_FANTASTIC_WIG	_환상적인가발
309	ACCESSORY_YELLOW_DOOGUN	_노란색두건
310	ACCESSORY_YELLOW_RIBBON	_노란색리본
311	ACCESSORY_CHICK_HAT	_병아리모자
312	ACCESSORY_SUREON_CROWN	_수련왕관
313	ACCESSORY_WINDMILL_HAIRPIN	_풍차비녀
314	ACCESSORY_PECOPECO_HAT	_페코페코머리띠
315	ACCESSORY_VACATION_HAT	_바캉스모자
316	ACCESSORY_RED_GLASSES	_빨간안경
317	ACCESSORY_VANIL_HAT	_바닐미르스모자
318	ACCESSORY_KETTLE_HAT	_주전자모자
319	ACCESSORY_DRAGON_SKULL	_용의해골
320	ACCESSORY_RAMYEON_HAT	_라면모자
321	ACCESSORY_WHISPER_MASK	_위스퍼마스크
322	ACCESSORY_HORN_HAT	_뿔투구모자
323	ACCESSORY_RUSSIA_RIBBON	_러시아리본
324	ACCESSORY_LOTUS_FLOWER	_연꽃모자
325	ACCESSORY_CEREMONIAL_CORONET	_화관
326	ACCESSORY_MANGMOK	_맹목모
327	ACCESSORY_PIRATE_DAGGER	_해적의대거
328	ACCESSORY_FREYA_CROWN	_프레이야의크라운
329	ACCESSORY_TROPICALFRUIT	_열대과일모자
330	ACCESSORY_BRAZIL_HAT	_브라질국기모자
331	ACCESSORY_MOHIKAN	_모히칸
332	ACCESSORY_BANJAK_JEONGOO	_반짝전구머리띠
333	ACCESSORY_BIG_HIBISCUS	_큰하이비스커스
334	ACCESSORY_AYOTAYA_HAT	_아요타야모자
335	ACCESSORY_DIA_DAM	_다이아뎀
336	ACCESSORY_HAKI_MASK	_하키마스크
337	ACCESSORY_OBSERVER	_옵저버
338	ACCESSORY_UMBRELLA_HAT	_우산모자
339	ACCESSORY_FISHER_HAT	_어부의모자
340	ACCESSORY_PORINGPARTY_HAT	_포링파티모자
341	ACCESSORY_BLUE_ANGELING_HAT	_파란엔젤링모자
342	ACCESSORY_INDONESIA_HARIBAND	_인도네시아헤어밴드
343	ACCESSORY_SCARF	_스카프
344	ACCESSORY_LITTLEANGELDOLL	_리틀엔젤돌
345	ACCESSORY_ROBOTEYE	_로보아이
346	ACCESSORY_ROKIMASK	_로키마스크
347	ACCESSORY_JEONPA_ANTENNA	_전파안테나
348	ACCESSORY_WANTTOFLY_ANGELING	_날고싶은엔젤링
349	ACCESSORY_JUMPING_PORING	_폴짝이는포링
350	ACCESSORY_WANT_GUILDMAN	_길드원모집모자
351	ACCESSORY_WANT_PARTY	_파티구함모자
352	ACCESSORY_WANT_BOY	_남친구함모자
353	ACCESSORY_WANT_FRIEND	_친구구함모자
354	ACCESSORY_DIFORTE	_디포르테인형모자
355	ACCESSORY_GLARRIS	_글라리스인형모자
356	ACCESSORY_SORIN	_소린인형모자
357	ACCESSORY_TAILING	_테일링인형모자
358	ACCESSORY_BINIT	_비닛인형모자
359	ACCESSORY_W	_더블류인형모자
360	ACCESSORY_WANT_GIRL	_여친구함모자
361	ACCESSORY_POPORING_HAT	_포포링모자
362	ACCESSORY_MUSLIM_M	_무슬림남자모
363	ACCESSORY_MUSLIM_F	_무슬림여자모
364	ACCESSORY_MAWANG_HAT	_다크바실리움
365	ACCESSORY_VICTORYWING	_승리의날개
366	ACCESSORY_PECOPECO_FLY_HAT	_페코페코날개귀
367	ACCESSORY_CAPTION_HAT	_선장모자
368	ACCESSORY_WHIKEBAIN_EARS	_휘케바인의귀
369	ACCESSORY_GANG_SCARF	_갱스카프
370	ACCESSORY_NINJA_SCROLL	_닌자의두루마리
371	ACCESSORY_SIMYEON_HAT	_심연의투구
372	ACCESSORY_BLACKDEATHKING	_흑사왕의모자
373	ACCESSORY_EGGFRY	_계란후라이
374	ACCESSORY_EMPEROR_HAT	_왕의모자
375	ACCESSORY_HAEGOON_HAT	_혜군모자
376	ACCESSORY_NANCHO_HAT	_난초머리띠
377	ACCESSORY_PANGUAN_HAT	_판관모자
378	ACCESSORY_LAZY_WHITECAT	_늘어진하얀고양이
379	ACCESSORY_DARKNESS_HELM	_다크네스헬름
380	ACCESSORY_HUGE_MAJESTIC	_대형마제스틱고우트
381	ACCESSORY_HUGE_ORCHERO	_대형오크히어로투구
382	ACCESSORY_SATANIC_CHAIN	_사타닉체인
383	ACCESSORY_ENTIQUE_CIGAR	_앤티크담뱃대
384	ACCESSORY_RABBITEAR	_토끼귀모자
385	ACCESSORY_BALLOON_HAT	_벌룬햇
386	ACCESSORY_FISH_HEAD_HAT	_물고기머리모자
387	ACCESSORY_SANTA_PORING_HAT	_산타포링모자
388	ACCESSORY_BELL_RIBBON	_방울리본
389	ACCESSORY_HUNTINGCAP	_헌팅캡
390	ACCESSORY_TWIN_SANTAHAT	_양갈래산타모자
391	ACCESSORY_YOYOHAT	_요요모자
392	ACCESSORY_NEKOMIMI_KAFRA	_네코미미카프라
393	ACCESSORY_SNAKE_HAT	_뱀머리모자
394	ACCESSORY_ANGEL_GHOST	_천사의유령
395	ACCESSORY_BLUE_SANTAHAT	_파란양갈래산타모자
396	ACCESSORY_SEOLNAL_HAT	_뤄양의설날모자
397	ACCESSORY_VALENTINE_HAT	_발렌타인모자
398	ACCESSORY_TIRAYABONET	_티라야보넷
399	ACCESSORY_JASPER	_재스퍼크레스트
400	ACCESSORY_SCUVER_MASK	_스쿠버마스크
401	ACCESSORY_BONEHEAD	_본헤드
402	ACCESSORY_MANDRAGORA	_만드라고라캡
403	ACCESSORY_FOXHAT	_여우모자
404	ACCESSORY_BLACKGLASSES	_검은뿔테안경
405	ACCESSORY_PLAYELF	_장난꾸러기요정
406	ACCESSORY_FISHINMOUTH	_입에문물고기
407	ACCESSORY_BLUERIBBON	_블루리본
408	ACCESSORY_PHILIRHAT	_필리르모자
409	ACCESSORY_ACADEMY_NEWBIE	_아카데미신입생모자
410	ACCESSORY_ACADEMY_LV1	_아카데미1수료모자
411	ACCESSORY_NEW_COWBOY	_신카우보이모자
412	ACCESSORY_BREAD2	_빵봉투2
413	ACCESSORY_WHITESNAKE	_하얀뱀모자
414	ACCESSORY_SWEETCANDY	_달콤한사탕
415	ACCESSORY_POPCORN_HAT	_팝콘모자
416	ACCESSORY_CAMPFIRE_HAT	_캠프파이어모자
417	ACCESSORY_PORINGCAKE_HAT	_포링케이크모자
418	ACCESSORY_BEER_HAT	_맥주모자
419	ACCESSORY_CROWNBIRD	_왕관앵무
420	ACCESSORY_SOLDIERHAT	_병정모자
421	ACCESSORY_IFRIT_MASK	_이프리트가면
422	ACCESSORY_IFRIT_EAR	_이프리트의귀
423	ACCESSORY_WORDBOOK	_문자책모자
424	ACCESSORY_LOVECHINA	_알럽차이나모자
425	ACCESSORY_FANTAORANGE	_환타오렌지캔
426	ACCESSORY_FANTAGRAPE	_환타그레이프캔
427	ACCESSORY_KARADA_HAT	_카라다메구리차모자
428	ACCESSORY_REDTEA_HAT	_홍차화전모자
429	ACCESSORY_BREADHAT1	_빵봉투1
430	ACCESSORY_DOKEBIHAT	_도깨비모자
431	ACCESSORY_FLAMECROWN	_성화관
432	ACCESSORY_CHICK_HAT2	_꼬꼬댁모자
433	ACCESSORY_BRAZIL4	_브라질4주년모자
434	ACCESSORY_GOLDENLAUREL	_황금월계수
435	ACCESSORY_COLA_CAN	_콜라캔
436	ACCESSORY_COKE_HAT	_코카콜라모자
437	ACCESSORY_BRIDE_FLOWER	_신부의화관
438	ACCESSORY_SKYGIRL_FLOWER	_선녀의꽃
439	ACCESSORY_HAIRBAND_GREEN	_머리끈_녹색
440	ACCESSORY_HAIRBAND_RED	_머리끈_빨강
441	ACCESSORY_HAIRBAND_BLUE	_머리끈_파랑
442	ACCESSORY_HAIRBAND_WHITE	_머리끈_하양
443	ACCESSORY_NECKTIE	_넥타이
444	ACCESSORY_BABYANGEL_STONE	_아기천사상
445	ACCESSORY_HAIRBRUSH	_머리빗
446	ACCESSORY_CANDYIN_MOUTH	_입에무는막대사탕
447	ACCESSORY_CATFOOT	_고양이발머리핀
448	ACCESSORY_FROGHAT	_개구리모자
449	ACCESSORY_FACEBOX1	_혼자놀기상자1
450	ACCESSORY_FACEBOX2	_혼자놀기상자2
451	ACCESSORY_SUNHAT	_태양모자
452	ACCESSORY_DRAGON_GOLD	_용투구_금
453	ACCESSORY_DRAGON_SILVER	_용투구_은
454	ACCESSORY_DRAGON_BRONZE	_용투구_동
455	ACCESSORY_RABBITHAT	_옥토끼모자
456	ACCESSORY_WINDTOY_HAT	_바람개비모자
457	ACCESSORY_EVOLVED_DRAGON	_진화된용의해골
458	ACCESSORY_EVOLVED_WHISPER	_진화된위스퍼마스크
459	ACCESSORY_BIGNAIL_SCARF	_대못박힌스카프
460	ACCESSORY_RAINBOW_SCARF	_무지개스카프
461	ACCESSORY_JAHA_DOLL	_자하인형모자
462	ACCESSORY_CELESTIAL_HAT	_하늘모자
463	ACCESSORY_WIND_MILESTONE	_바람의이정표
464	ACCESSORY_HELM_OF_DRAGOON	_드래군헬름
465	ACCESSORY_PARADE_CAP	_퍼레이드모자
466	ACCESSORY_NOBLE_HAT	_노블햇
467	ACCESSORY_EYES_OF_DARKNESS	_다크니스아이즈
468	ACCESSORY_HAIRBAND_OF_REGINLEIF	_레긴레이브의날개
469	ACCESSORY_RED_WHITE_HAT	_홍백모자
470	ACCESSORY_FORCEPS_HAIRPIN	_집게발머리핀
471	ACCESSORY_NOTICE_BOARD	_알림간판
472	ACCESSORY_CUBE_MASK	_큐브마스크
473	ACCESSORY_HAIRBAND_OF_GRANDPECO	_그랜드페코의머리띠
474	ACCESSORY_BR_FLAG_BANDANNA	_브라질국기두건
475	ACCESSORY_CLASSIC_HAT	_클래식햇
476	ACCESSORY_SHAMAN_STUFF	_샤먼의머리장식
477	ACCESSORY_BZOFNIL_WING	_비조프닐날개장식
478	ACCESSORY_HERMOZ_CAP	_헤르모즈캡
479	ACCESSORY_DARKKNIGHT_MASK	_다크나이트마스크
480	ACCESSORY_ODIN_MASK	_오딘마스크
481	ACCESSORY_RED_PHD_HAT	_붉은학사모
482	ACCESSORY_TAIWANFLAG	_대만국기모자
483	ACCESSORY_TIGERFACE	_호랑이얼굴
484	ACCESSORY_LOVEDADDY	_러브대디
485	ACCESSORY_ANUBIS_HELM	_아누비스투구
486	ACCESSORY_HAT_OF_OUTLAW	_무법자모자
487	ACCESSORY_PIZZA_HAT	_피자모자
488	ACCESSORY_ICECREAM_HAT	_아이스크림모자
489	ACCESSORY_CHINESE_5TH	_5주년기념면사포
490	ACCESSORY_WOLFKING	_떠돌이늑대왕투구
491	ACCESSORY_GANG_DOOGUN	_강령술사의두건
492	ACCESSORY_ASARA_FAIRY	_아사라요정모자
493	ACCESSORY_THUNDER_GOD	_뇌신지력
494	ACCESSORY_DICE_HAT	_주사위모자
