FUN_005d3cf0	EF_FrostDiver	type=9,	life=0x28	tex=stone_bmp 
FUN_005d40f0	assasin_enchantpoison	type=5,9,	life=0x28	tex=stone_bmp 
FUN_005d43b0	assasin_enchantpoison	type=4,5,	life=0x28	tex=-
FUN_005d4610	assasin_enchantpoison	type=4,5,	life=0x28	tex=alpha_center_tga 
FUN_005d4850	black_overthrust	type=0x,4,5,	life=0x28	tex=alpha_center_tga magic_red_tga 
FUN_005d4a70	EF_PoisonAttack	type=0x,5,9,	life=0x28	tex=magic_red_tga ring_yellow_tga 
FUN_005d4cb0	wizard_earthspike	type=0x,9,	life=0x3c	tex=magic_red_tga ring_yellow_tga stone_bmp 
FUN_005d4e10	wizard_earthspike	type=0x,9,	life=0x3c	tex=ring_yellow_tga stone_bmp 
FUN_005d5010	wizard_earthspike	type=0x,9,	life=-	tex=party_tga stone_bmp 
FUN_005d5360	-	type=0,0x,	life=-	tex=party_tga 
FUN_005d5530	-	type=0,0x,	life=-	tex=party_tga 
FUN_005d56a0	-	type=0,	life=-	tex=-
FUN_005d5e70	-	type=0x,5,	life=-	tex=ring_blue_tga 
FUN_005d6090	-	type=0x,5,6,	life=-	tex=ring_blue_tga 
FUN_005d6300	-	type=0x,5,6,	life=-	tex=ring_blue_tga 
FUN_005d6a00	-	type=0x,3,5,8,	life=0x41	tex=curse_bmp 
FUN_005d6af0	-	type=3,5,8,	life=0x41	tex=-
FUN_005d6bf0	-	type=3,8,	life=0x28	tex=-
FUN_005d6e70	-	type=0x,5,8,	life=0x3c	tex=-
FUN_005d70f0	-	type=0x,5,8,	life=0x3c	tex=alpha_down_tga 
FUN_005d7370	EF_Angelus	type=0x,4,5,	life=-	tex=alpha_down_tga 
FUN_005d74d0	EF_Angelus	type=0x,3,4,5,	life=0x28	tex=alpha_down_tga 
FUN_005d7600	EF_Angelus	type=3,4,5,	life=0x28	tex=alpha_down_tga 
FUN_005d77a0	EF_Angelus	type=3,4,	life=0x28	tex=alpha_down_tga 
FUN_005d7810	EF_Signum	type=3,4,	life=0x28	tex=alpha_down_tga 
FUN_005d7ed0	priest_magnificat	type=9,	life=0xd7	tex=-
FUN_005d7f40	priest_resurrection	type=9,	life=0xd7	tex=-
FUN_005d7fb0	priest_recovery	type=9,	life=0xd7	tex=ice_tga 
FUN_005d8020	priest_sanctuary	type=9,	life=0xd7	tex=ice_tga 
FUN_005d8090	wizard_meteo	type=9,	life=0xd7	tex=ice_tga 
FUN_005d82e0	wizard_stormgust	type=9,	life=0xd7	tex=ice_tga 
FUN_005d85c0	priest_impositio	type=7,	life=0x28	tex=-
FUN_005d8630	priest_suffragium	type=7,	life=0x28	tex=-
FUN_005d86a0	priest_lexdivina	type=7,	life=0x28	tex=-
FUN_005d8840	priest_lexaeterna	type=7,	life=0x28	tex=-
FUN_005d88b0	priest_aspersio	type=7,	life=0x28	tex=-
FUN_005d9410	assasin_poisonreact	type=0x,	life=0x14	tex=-
FUN_005d9480	assasin_venomsplasher	type=0x,	life=0x14	tex=ring_yellow_tga 
FUN_005d9550	knight_twohandquicken	type=0x,	life=0x14	tex=ring_yellow_tga 
FUN_005d9640	knight_twohandquicken	type=0x,	life=0x14	tex=ring_yellow_tga 
FUN_005d96c0	ac_concentration	type=0x,	life=0x14	tex=ring_yellow_tga 
FUN_005d9730	bs_refinesuccess	type=0x,	life=0x14	tex=ring_yellow_tga 
FUN_005d97a0	bs_refinefailed	type=0x,	life=0x14	tex=ring_yellow_tga 
FUN_005d9810	EF_MagnumBreak	type=0x,0x10,	life=0x14	tex=ring_yellow_tga 
FUN_005d9ae0	ac_concentration	type=0x10,	life=0x28	tex=ac_center2_tga 
FUN_005d9b40	ac_concentration	type=0x10,	life=0x28	tex=ac_center2_tga 
FUN_005d9bb0	ac_concentration	type=0x10,	life=0x28	tex=ac_center2_tga 
FUN_005d9c20	ac_concentration	type=0x10,	life=0x28	tex=ac_center2_tga ring_blue_tga 
FUN_005d9f30	EF_BeginSpell	type=0x17,0x19,	life=-	tex=ring_black_tga ring_blue_tga ring_white_tga ring_yellow_tga 
FUN_005d9fe0	EF_BeginSpell	type=0x17,0x19,	life=-	tex=ring_black_tga ring_blue_tga ring_white_tga ring_yellow_tga 
FUN_005da030	EF_BeginSpell	type=0x17,0x19,	life=-	tex=ring_black_tga ring_blue_tga ring_white_tga ring_yellow_tga 
FUN_005da080	EF_BeginSpell	type=0x17,0x19,	life=-	tex=ring_black_tga ring_blue_tga ring_white_tga ring_yellow_tga 
FUN_005da110	EF_BeginSpell	type=0x17,0x19,0x76,	life=-	tex=ring_black_tga ring_white_tga ring_yellow_tga 
FUN_005da1a0	EF_FireWall	type=0x17,0x19,0x76,	life=-	tex=ring_white_tga ring_yellow_tga 
FUN_005da1f0	EF_FireWall	type=0x17,0x19,0x76,	life=-	tex=-
FUN_005da5b0	EF_FireWall	type=0x6,0x76,	life=-	tex=-
FUN_005da950	EF_IncAgility	type=0x10,0x6,	life=0x32	tex=-
FUN_005dad30	EF_IncAgility	type=0x10,0x44,	life=0x32	tex=ac_center2_tga asura11_tga asura12_tga asura13_tga asura1_tga asura2_tga asura3_tga ring_white_tga 
FUN_005db010	EF_BeginSpell	type=0x44,	life=-	tex=asura11_tga asura12_tga asura13_tga asura14_tga asura15_tga asura16_tga asura1_tga asura2_tga asura3_tga asura4_tga asura5_tga asura6_tga ring_white_tga 
FUN_005db5e0	-	type=0x44,	life=-	tex=soul_i_tga soul_k_tga soul_l_tga soul_n_tga soul_o_tga soul_s_tga soul_u_tga 
FUN_005db750	-	type=0x44,0x46,	life=-	tex=soul_i_tga soul_k_tga soul_l_tga soul_n_tga soul_o_tga soul_s_tga soul_u_tga white02_bmp 
FUN_005dbb60	-	type=0x46,100,	life=-	tex=white02_bmp 
FUN_005dbdb0	-	type=0x67,100,	life=-	tex=white02_bmp 
FUN_005dc190	-	type=0x65,0x66,0x67,	life=-	tex=elec1_tga 
FUN_005dc320	-	type=0x65,0x66,	life=-	tex=elec1_tga 
FUN_005dc570	-	type=0x66,100,	life=-	tex=elec1_tga white02_bmp 
FUN_005dc830	-	type=100,	life=-	tex=white02_bmp 
FUN_005dcac0	-	type=0x28,100,	life=-	tex=white02_bmp 
FUN_005dce80	EF_FireArrow_d	type=0x28,0x54,0x7,	life=-	tex=-
FUN_005dd100	EF_FireArrow_d	type=0x54,0x7,8,	life=0x3c	tex=-
FUN_005dd3a0	-	type=0x54,8,	life=0x3c	tex=-
FUN_005dd5e0	-	type=0x55,8,	life=0x3c	tex=-
FUN_005dd8d0	-	type=0x4,0x55,8,	life=0x3c	tex=ring_blue_tga 
FUN_005ddbb0	-	type=0x28,0x4,0x55,	life=-	tex=ring_blue_tga 
FUN_005de160	-	type=0x28,	life=-	tex=-
FUN_005def20	-	type=0x21,	life=-	tex=cloud1_tga cloud2_tga cloud4_tga fog1_tga fog2_tga fog3_tga 
FUN_005defe0	-	type=0x21,	life=-	tex=cloud1_tga cloud2_tga cloud4_tga fog1_tga fog2_tga fog3_tga 
FUN_005df670	-	type=0x34,0x7,	life=-	tex=pok1_tga pok2_tga pok3_tga 
FUN_005df9f0	-	type=0x29,0x34,	life=-	tex=pok1_tga pok2_tga pok3_tga 
FUN_005dfcc0	-	type=0x29,0x4,	life=-	tex=magic_green_tga 
FUN_005dfd10	-	type=0x29,0x4,	life=-	tex=magic_blue_tga magic_green_tga 
FUN_005dff80	-	type=0x4,	life=-	tex=magic_blue_tga magic_green_tga 
FUN_005dffa0	wedding	type=0x4,	life=-	tex=magic_blue_tga magic_green_tga 
